STID,name,state,network,network_long,Wind Sensor Height (m),lat,lon,Start Time,End Time,obs_time,obs_time_years
C21KX,C21K Knife Blade Ridge,AK,USARRAY,U.S. Transportable Array,2.95,69.15650,-154.78330,2017-08-23T02:14:00Z,2025-04-04T21:40:00Z,2781 days 19:26:00,7.616179937637844
C16KX,C16K Lisburne Hills,AK,USARRAY,U.S. Transportable Array,2.95,68.27460,-165.34360,2017-08-30T13:45:00Z,2025-04-04T20:40:00Z,2774 days 06:55:00,7.595587116891019
D17KX,D17K Noatak River,AK,USARRAY,U.S. Transportable Array,2.95,67.69880,-163.08310,2017-08-30T13:45:00Z,2025-04-04T21:40:00Z,2774 days 07:55:00,7.595701194007149
D22KX,D22K Ayiyak River,AK,USARRAY,U.S. Transportable Array,2.95,68.87990,-152.68210,2017-08-30T13:45:00Z,2025-04-04T21:40:00Z,2774 days 07:55:00,7.595701194007149
C19KX,C19K Lookout Ridge,AK,USARRAY,U.S. Transportable Array,2.95,69.10490,-159.58740,2017-09-06T02:46:00Z,2025-04-04T20:30:00Z,2767 days 17:44:00,7.577656095520572
UCC36,Bloomfield,NM,UCC-AGNET,Utah Climate Center AgWeather Network,3.0,36.69091,-107.90800,2017-09-12T16:04:00Z,2025-04-04T22:00:00Z,2761 days 05:56:00,7.559882880827439
CRMN5,Corona Range LRC,NM,NMCC,New Mexico Climate Center,3.0,34.2707,-105.4351,2017-09-27T20:18:00Z,2025-04-04T21:55:00Z,2746 days 01:37:00,7.518322686135828
UCC37,Big Piney,WY,UCC-AGNET,Utah Climate Center AgWeather Network,3.0,42.62479,-110.27115,2017-10-10T14:19:00Z,2025-04-04T22:00:00Z,2733 days 07:41:00,7.483422693740969
MOA25,Senath- South Dunklin,MO,MOCOMAGNET,University of Missouri Extension Commercial Agriculture Automated Weather Network,3.0,36.15979,-90.13477,2018-04-26T15:48:00Z,2025-04-04T22:05:00Z,2535 days 06:17:00,6.94116852992623
MTM01,MBMG Lower Lolo,MT,MT-MESO,Montana Mesonet,3.0,46.75,-114.13,2017-10-23T20:45:00Z,2025-04-04T21:00:00Z,2720 days 00:15:00,7.446982660278348
MTM03,ARC-NW Kalispell,MT,MT-MESO,Montana Mesonet,3.0,48.19,-114.14,2017-10-23T20:59:00Z,2025-04-04T21:00:00Z,2720 days 00:01:00,7.446956042284584
MTM04,ARC-W Corvallis,MT,MT-MESO,Montana Mesonet,3.0,46.33,-114.09,2017-10-23T20:59:00Z,2025-04-04T21:00:00Z,2720 days 00:01:00,7.446956042284584
MTM08,Clearwater SW,MT,MT-MESO,Montana Mesonet,3.0,46.96,-113.37,2017-10-23T20:59:00Z,2025-04-04T20:45:00Z,2719 days 23:46:00,7.446927523005551
MTM09,ARC-C Moccasin,MT,MT-MESO,Montana Mesonet,3.0,47.06,-109.95,2017-10-23T20:59:00Z,2025-04-04T21:00:00Z,2720 days 00:01:00,7.446956042284584
MTM12,Lubrecht Forest,MT,MT-MESO,Montana Mesonet,3.0,46.89,-113.44,2017-10-23T21:07:00Z,2025-04-04T21:00:00Z,2719 days 23:53:00,7.446940832002434
MTM14,BLM Argenta,MT,MT-MESO,Montana Mesonet,3.0,45.25,-112.88,2017-10-23T21:10:00Z,2025-04-04T21:30:00Z,2720 days 00:20:00,7.4469921667046926
MTM17,BLM Virginia City,MT,MT-MESO,Montana Mesonet,3.0,45.27,-111.88,2017-10-23T21:10:00Z,2025-04-04T20:45:00Z,2719 days 23:35:00,7.446906608867595
MTM18,BLM McCartney Mtn,MT,MT-MESO,Montana Mesonet,3.0,45.55,-112.60,2017-10-23T21:10:00Z,2025-04-04T21:30:00Z,2720 days 00:20:00,7.4469921667046926
MTM19,Rapleje N,MT,MT-MESO,Montana Mesonet,3.0,46.04,-109.24,2017-10-23T21:07:00Z,2025-04-04T21:00:00Z,2719 days 23:53:00,7.446940832002434
SOLHP,SOLITUDE HONEYCOMB PEAK,UT,AVALANCHE,Ski and Avalanche Networks,3.7,40.60167,-111.61417,2017-11-07T20:28:00Z,2025-04-04T21:00:00Z,2705 days 00:32:00,7.405947220320937
UCC38,Green River,UT,UCC-AGNET,Utah Climate Center AgWeather Network,3.0,39.05862,-110.09041,2017-11-14T21:19:00Z,2025-04-04T22:00:00Z,2698 days 00:41:00,7.386799376378431
UCC39,Palisade,CO,UCC-AGNET,Utah Climate Center AgWeather Network,3.0,39.09360,-108.37000,2017-11-14T21:19:00Z,2025-04-04T22:00:00Z,2698 days 00:41:00,7.386799376378431
DE053,Prime Hook - NWR,DE,DEOS,Delaware Environmental Observing System,6.0,38.82808,-75.25153,2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE051,Lewes - Nassau,DE,DEOS,Delaware Environmental Observing System,3.0,38.71278,-75.14861,2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE054,Port Penn - VFC,DE,DEOS,Delaware Environmental Observing System,3.0,39.51750,-75.58583,2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE056,Dagsboro,DE,DEOS,Delaware Environmental Observing System,3.0,38.54222,-75.23472,2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE055,Woodside - Willow Grove,DE,DEOS,Delaware Environmental Observing System,3.0,39.06056,-75.63972,2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE052,North East - Landfill,MD,DEOS,Delaware Environmental Observing System,6.0,39.59722,-75.91361,2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
MOA26,"Saline County, Marshall, Missouri",MO,MOCOMAGNET,University of Missouri Extension Commercial Agriculture Automated Weather Network,3.0,39.12772,-93.21604,2018-04-26T17:28:00Z,2025-04-04T22:00:00Z,2535 days 04:32:00,6.940968894973002
GLIA2,LONE ISLAND,AK,RAWS,Interagency Remote Automatic Weather Stations,3.2,58.721870,-136.295030,2018-04-26T19:31:00Z,2025-04-04T21:27:00Z,2535 days 01:56:00,6.940672294471063
UCC40,EMC-Nolan,UT,UCC-AGNET,Utah Climate Center AgWeather Network,3.0,40.35983,-111.97774,2018-04-26T17:04:00Z,2025-04-04T22:00:00Z,2535 days 04:56:00,6.941014525819454
UCC41,EMC-PonyEx,UT,UCC-AGNET,Utah Climate Center AgWeather Network,3.0,40.31311,-112.03116,2018-04-26T17:04:00Z,2025-04-04T22:00:00Z,2535 days 04:56:00,6.941014525819454
BCPA2,DENALI BASE CAMP,AK,MISC,Miscellaneous,6.4,62.96890,-151.16361,2018-06-09T00:05:00Z,2025-04-04T21:00:00Z,2491 days 20:55:00,6.822372423758461
MOA27,Mississippi Cnty: S of Charleston,MO,MOCOMAGNET,University of Missouri Extension Commercial Agriculture Automated Weather Network,3.0,36.84647,-89.35674,2018-06-13T19:11:00Z,2025-04-04T21:55:00Z,2487 days 02:44:00,6.809346718381626
MTM02,Fort Benton E,MT,MT-MESO,Montana Mesonet,3.0,47.79,-110.48,2018-06-28T20:33:00Z,2025-04-04T21:00:00Z,2472 days 00:27:00,6.768018480492813
MTM16,BLM Kidd,MT,MT-MESO,Montana Mesonet,3.0,44.81,-112.72,2018-06-28T21:03:00Z,2025-04-04T21:00:00Z,2471 days 23:57:00,6.767961441934748
MTM20,Molt W,MT,MT-MESO,Montana Mesonet,3.0,45.82,-109.09,2018-06-28T20:33:00Z,2025-04-04T20:45:00Z,2472 days 00:12:00,6.767989961213781
MTM22,Reed Point NE,MT,MT-MESO,Montana Mesonet,3.0,45.80,-109.43,2018-07-09T22:33:00Z,2025-04-04T21:00:00Z,2460 days 22:27:00,6.737673967602099
UCC42,Centerfield,UT,UCC-AGNET,Utah Climate Center AgWeather Network,3.0,39.09943,-111.80770,2018-09-18T18:04:00Z,2025-04-04T22:00:00Z,2390 days 03:56:00,6.543912084569169
MOA28,"St.Louis Science Center, STL City",MO,MOCOMAGNET,University of Missouri Extension Commercial Agriculture Automated Weather Network,3.0,38.63081,-90.27078,2018-10-24T16:06:00Z,2025-04-04T22:00:00Z,2354 days 05:54:00,6.445573807894136
UGA01,Griffin,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.26291,-84.28384,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA02,Tifton-Bowen,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.48076,-83.43913,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA03,Tifton,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.49245,-83.52534,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA04,Alapaha,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.34471,-83.24072,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA05,Midville,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.87560,-82.21609,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA06,Dublin,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.49722,-82.92290,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA07,Jeffersonville,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.68256,-83.35946,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA08,Plains,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.04676,-84.37102,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA09,Camilla,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.28008,-84.29161,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA10,Moultrie,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.14589,-83.71642,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA11,Blairsville,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.83897,-83.92807,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA12,Dahlonega,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.61074,-83.87932,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA13,Tiger,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.84738,-83.42718,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA15,Homerville,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.02077,-82.66101,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA16,Calhoun,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.55761,-84.81579,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA17,Dixie,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,30.79448,-83.66747,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA18,Eatonton,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.39693,-83.48822,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA19,Dearing,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.36501,-82.40302,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA20,Griffin-Dempsey,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.25082,-84.29906,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA21,Newton,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.22091,-84.48390,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA22,Attapulgus,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,30.76156,-84.48529,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA23,Cairo,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,30.86181,-84.23141,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA24,Rome,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.34328,-85.11632,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA25,Dallas,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.89322,-84.83533,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA26,Williamson,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.18053,-84.41003,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA27,Clarks Hill-SC,SC,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.65989,-82.19444,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA28,Penfield,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.72496,-83.30619,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA29,Watkinsville-UGA,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.87285,-83.53545,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA30,Watkinsville-Hort,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.88689,-83.41941,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA31,Watkinsville-USDA,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.86930,-83.44993,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA32,Elberton,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.02028,-82.60607,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA33,Savannah,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.99807,-81.26878,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA34,Skidaway,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.94556,-81.03506,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA35,Ossabaw,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.83784,-81.09116,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA36,Odum,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.63292,-82.05171,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA37,Fort Valley,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.53069,-83.89024,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA38,Unadilla,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.25894,-83.66154,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA39,Cordele,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.02339,-83.94076,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA40,Byromville,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.18962,-83.87672,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA41,Alma,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.54286,-82.51002,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA42,Waycross,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.21038,-82.50193,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA43,Baxley,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.75127,-82.44431,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA44,Johns Creek,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.99764,-84.19415,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA45,Danielsville,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.14541,-83.23844,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA46,Gainesville,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.35205,-83.79279,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA47,Oakwood,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.23700,-83.87102,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA48,Sparta,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.27780,-82.96622,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA49,Covington,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.43850,-83.84468,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA50,Blue Ridge,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.88512,-84.34240,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA51,McRae,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.07700,-82.90200,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA52,Douglas,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.48864,-82.78500,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA53,Vienna,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.11120,-83.67544,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA54,Arabi,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.82782,-83.81641,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA55,Hatley,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.92156,-83.62568,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA56,Statesboro,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.48523,-81.81386,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA57,TyTy,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.50911,-83.64813,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA58,Vidalia,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.14000,-82.34511,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA59,Roopville,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.42236,-85.05521,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA60,Pine Mountain,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.83638,-84.84425,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA61,Butler,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.55125,-84.18727,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA62,Arlington,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.35322,-84.63083,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA63,Shellman,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.74470,-84.61144,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA64,Dawson-HHERC,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.73282,-84.39533,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA65,Sasser,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.70896,-84.36794,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA66,Dawson,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.75824,-84.43584,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA67,Newman,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.78555,-84.48923,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA68,Georgetown,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.77596,-85.06052,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA69,Albany,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.55402,-84.05194,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA70,Ellijay,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.61980,-84.37405,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA71,Ducker,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.53322,-84.36933,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA72,LaFayette,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.75989,-85.38421,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA73,Alto,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.41936,-83.64683,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA74,Ball Ground,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.29298,-84.37622,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA75,Dunwoody,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.98924,-84.36160,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA76,Kennesaw,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.03957,-84.58533,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA77,Alpharetta,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,34.09204,-84.22242,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA78,Jonesboro,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,33.52180,-84.31390,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA79,Tennille,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.92698,-82.79782,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA81,Nahunta,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.17990,-82.00861,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA82,Woodbine,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,30.96235,-81.77383,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA83,Byron,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,32.65755,-83.73745,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA84,Steam Mill,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,30.96227,-84.94628,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA85,Donalsonville,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,31.01538,-84.87981,2019-05-14T14:47:00Z,2025-04-04T21:45:00Z,2152 days 06:58:00,5.8926496311506575
UGA86,Seminole State Park,GA,UGA,Georgia Automated Environmental Monitoring Network,3.4,30.80932,-84.87761,2019-08-16T21:08:00Z,2025-04-04T21:45:00Z,2058 days 00:37:00,5.634567267472812
DE059,Hockessin - VFC,DE,DEOS,Delaware Environmental Observing System,3.0,39.78870,-75.70080,2019-06-19T18:03:00Z,2025-04-04T22:00:00Z,2116 days 03:57:00,5.793742870180242
DE060,Slaughter Beach,DE,DEOS,Delaware Environmental Observing System,3.0,38.91294,-75.30677,2019-06-19T18:03:00Z,2025-04-04T22:00:00Z,2116 days 03:57:00,5.793742870180242
MOA29,Alma,MO,MOCOMAGNET,University of Missouri Extension Commercial Agriculture Automated Weather Network,3.0,39.09917,-93.55137,2019-06-19T18:03:00Z,2025-04-04T22:00:00Z,2116 days 03:57:00,5.793742870180242
IRN02,NWS 02,FL,CCU,Coastal Carolina University,3.0,26.37241,-80.09855,2019-07-19T19:25:00Z,2025-04-04T20:08:00Z,2086 days 00:43:00,5.711238497224124
IRS01,SBA 01,FL,CCU,Coastal Carolina University,4.0,26.17996,-80.22130,2019-07-19T19:25:00Z,2025-04-04T20:14:00Z,2086 days 00:49:00,5.711249904935737
IRS02,SBA 02,FL,CCU,Coastal Carolina University,4.0,26.53240,-80.10380,2019-07-19T19:25:00Z,2025-04-04T20:11:00Z,2086 days 00:46:00,5.71124420107993
IRS03,SBA 03,FL,CCU,Coastal Carolina University,4.0,26.18912,-80.20755,2019-07-19T19:25:00Z,2025-04-04T20:08:00Z,2086 days 00:43:00,5.711238497224124
IRS04,SBA 04,FL,CCU,Coastal Carolina University,4.0,26.46549,-80.09186,2019-07-19T19:25:00Z,2025-04-04T20:15:00Z,2086 days 00:50:00,5.711251806221005
IRS05,SBA 05,FL,CCU,Coastal Carolina University,4.0,30.66896,-84.40691,2019-07-19T19:25:00Z,2025-04-04T20:11:00Z,2086 days 00:46:00,5.71124420107993
MRT01,MARTIN 01,FL,CCU,Coastal Carolina University,4.0,27.13177,-80.22516,2019-07-19T19:25:00Z,2025-04-04T20:07:00Z,2086 days 00:42:00,5.711236595938854
MRT02,MARTIN 02,FL,CCU,Coastal Carolina University,4.0,27.08290,-80.14340,2019-07-19T19:25:00Z,2025-04-04T20:08:00Z,2086 days 00:43:00,5.711238497224124
MRT03,MARTIN 03,FL,CCU,Coastal Carolina University,4.0,27.30410,-80.27950,2019-07-19T19:25:00Z,2025-04-04T18:19:00Z,2085 days 22:54:00,5.71103125712982
MRT04,MARTIN 04,FL,CCU,Coastal Carolina University,4.0,27.20745,-80.53316,2019-07-19T19:25:00Z,2025-04-04T20:15:00Z,2086 days 00:50:00,5.711251806221005
